Case #1: 125
41 10 168428
37 13 232045
11 18 220724
27 12 81488
4 20 143119
8 12 136730
7 15 58304
19 3 203001
4 5 212576
31 42 325036
24 15 87169
7 23 221077
36 2 314352
28 25 79599
30 14 155523
37 42 333387
24 9 87119
5 16 282389
15 22 58384
40 11 19126
31 23 195026
7 26 97720
35 12 171064
1 4 200066
24 37 213555
23 39 224648
6 37 210216
12 24 110910
18 14 276774
36 20 44564
6 10 159981
17 22 210359
21 6 200038
16 23 300566
35 3 235714
26 6 123246
4 8 118675
9 3 43852
25 42 291185
12 20 145359
17 6 253145
21 34 189357
21 15 195934
34 3 168217
33 12 136227
29 37 103361
13 42 297207
38 42 304449
22 12 81990
21 17 295831
32 30 45065
40 33 65543
11 19 176162
26 39 32721
19 15 252486
39 9 86642
7 32 147750
26 18 232057
35 41 286839
26 41 92446
15 42 226620
32 4 155128
20 25 99814
33 5 196028
9 8 28226
17 3 139969
33 25 71346
39 13 177796
33 29 158173
25 15 104209
31 11 151083
19 37 300040
11 3 60865
11 34 150063
19 5 291747
29 9 133971
Case #202: Impossible
Case #203: 4
6 4 23108
1 2 692728
6 1 494161
6 2 198567
Case #204: 50
32 2 710808
13 31 956106
37 21 974848
41 25 764245
19 17 556046
7 16 786129
24 18 841339
9 40 687620
50 29 438537
37 5 761520
48 46 862808
20 14 667316
36 40 918101
8 29 429373
6 14 704001
18 31 677305
16 36 883084
16 13 338909
12 29 670469
29 1 641710
40 1 739738
15 37 741601
6 29 921536
24 29 808226
15 10 993266
25 11 442353
46 49 215902
24 19 799775
32 46 372895
42 5 888093
46 22 775988
37 17 358874
6 21 821495
15 28 550079
28 5 953042
22 39 911628
10 24 943594
29 23 12942
47 7 728912
27 28 740092
15 13 880204
3 41 807936
45 28 735730
21 15 233247
6 10 584360
34 12 991885
36 10 677473
39 11 748927
44 32 276330
42 49 783397
Case #205: 98
17 9 447553
10 30 205565
24 30 421308
26 27 84769
22 24 288592
8 2 188000
9 10 389178
18 31 382030
19 20 392275
21 11 427823
27 14 45756
1 13 309590
6 8 268260
29 5 319826
13 21 307964
25 5 199375
28 2 264785
16 11 807197
30 20 330279
11 29 115033
14 9 115716
25 21 395324
3 19 215299
21 7 542269
12 22 12900
20 14 153420
15 16 890181
22 27 380549
23 18 165960
16 31 714952
11 18 344043
2 13 109364
4 2 331970
1 17 312990
9 6 392704
27 12 367649
23 13 268082
6 22 174324
27 23 249834
30 27 300641
6 29 182013
30 16 678131
23 7 345460
21 4 386588
2 5 197665
11 30 232020
22 1 321118
15 21 289212
3 6 93884
20 23 279472
26 5 191318
17 31 172143
4 16 659440
15 9 570862
11 28 365841
17 21 429969
23 15 490119
8 26 181653
1 25 407222
20 16 576666
25 3 208580
27 29 304085
24 20 470660
2 25 262056
5 11 434859
10 29 193525
15 10 397844
28 13 203753
19 21 389842
10 18 319903
7 5 469575
11 22 445440
3 29 88129
31 9 516713
27 18 85664
19 25 353600
21 28 387340
4 15 243633
20 13 217424
14 17 333399
5 18 192213
3 5 240780
9 8 332745
30 7 440239
9 22 456627
25 18 269298
23 26 165065
6 1 444548
10 16 783057
11 9 499667
9 27 161472
21 18 205842
13 7 440339
26 6 237975
4 26 325623
16 24 818512
18 3 186119
5 30 269638
Case #206: 7
5 2 566385
3 1 36741
2 7 709117
1 9 231416
9 2 492224
4 1 873842
8 7 445147
Case #207: 119
9 10 75120
9 8 69888
23 7 119325
23 10 177039
10 26 116146
6 11 208469
18 3 204184
29 15 282488
25 24 96058
29 20 289656
4 7 333212
13 5 79647
13 20 95628
29 19 278047
14 7 246771
28 21 229384
3 28 187106
20 15 212304
29 25 269467
2 21 302325
19 10 173247
6 12 10370
26 4 223209
8 4 252071
27 21 225400
25 28 94928
20 5 60623
18 14 156107
25 21 243342
16 24 178886
10 11 277368
29 7 325210
4 15 358618
4 10 339355
9 22 136000
18 10 144754
24 1 177887
24 15 251107
15 13 170512
21 16 231688
18 25 54443
17 26 107462
9 11 202248
15 3 376362
8 27 128129
26 20 68710
2 4 452202
30 10 249012
6 23 50972
16 15 214967
20 24 119055
16 20 140083
2 1 336693
3 9 273794
12 23 61342
10 3 318845
30 25 323161
30 21 380795
15 9 102568
22 18 66390
7 24 230563
17 19 163716
5 15 215977
4 24 330722
9 2 270019
5 2 204554
7 1 252488
15 26 143594
6 4 270456
30 29 144216
24 21 267828
28 10 185215
8 19 28239
20 6 58789
1 14 266624
9 24 148539
14 9 168549
17 11 244457
30 9 281160
3 6 222847
12 9 98643
13 7 146166
17 24 214975
11 7 214546
14 24 235036
2 16 300366
12 18 29033
24 29 293953
7 21 279583
18 13 55502
24 8 136375
14 10 243669
6 28 59148
11 23 222115
6 29 233687
24 6 60266
26 23 60893
4 5 266693
19 28 116390
24 2 279338
16 28 140442
2 26 228993
29 1 116066
29 8 249808
20 25 94569
22 1 165348
2 3 189389
29 5 258691
15 8 172456
5 19 71760
2 22 266799
12 24 70636
1 15 282695
20 22 106516
2 28 159924
17 13 134380
14 21 234002
1 13 166019
11 1 248032
Case #208: Impossible
Case #209: Impossible
Case #210: Impossible
Case #211: 9
11 2 560465
12 11 651963
4 7 124563
11 9 354593
12 6 715375
7 5 901433
8 9 87880
1 5 569136
1 12 762537
Case #212: 13
5 6 762290
6 4 435852
4 2 509159
3 6 504716
5 1 494474
2 5 510064
3 4 68864
3 2 440295
5 4 326438
1 3 236900
1 6 271147
3 5 395302
2 6 386324
Case #213: 16
6 4 373807
3 1 107295
6 1 281788
3 7 253593
7 5 477659
3 4 199320
2 1 94968
3 5 224066
5 1 306707
4 2 196714
5 6 398559
6 7 79100
6 2 186820
4 7 452907
7 2 265920
1 7 360888
Case #214: Impossible
Case #215: 46
3 23 263687
21 19 878272
8 22 657881
25 6 98354
7 3 606780
9 14 587770
18 14 226428
4 7 604536
6 11 630286
8 10 187569
10 13 418798
20 4 391909
13 20 509867
5 20 689999
20 2 422618
1 2 393967
2 19 753973
15 24 518463
16 7 315018
13 19 841222
4 21 800980
24 11 624419
1 12 29800
23 14 123990
18 11 611807
12 3 519182
19 24 664769
14 7 284401
17 14 440210
23 21 328553
23 16 182909
2 24 89204
5 9 796047
6 5 655345
2 18 101816
10 22 470312
25 11 594303
6 21 544602
5 10 601685
17 18 213782
24 25 295116
18 6 318487
24 10 217121
12 17 583341
20 1 358281
25 15 765971
Case #216: Impossible
Case #217: 13
2 8 648917
1 11 113654
12 5 252772
4 5 465875
11 8 889417
9 8 426668
8 1 775763
11 12 846729
1 5 707611
9 1 788313
5 7 953486
6 7 637442
5 9 962164
Case #218: 57
13 12 53171
13 18 415095
1 2 260079
14 19 404746
18 12 432080
18 2 545935
1 13 145070
14 17 489501
18 19 63217
2 8 701406
3 10 359835
4 7 570648
16 18 345460
18 3 185485
17 18 539936
6 9 508405
4 9 521317
9 1 537568
14 6 558075
12 9 473327
4 15 536282
4 13 128819
5 8 522371
3 16 454021
3 7 595280
1 15 552533
6 19 383295
9 7 126171
10 5 212812
14 5 429501
2 9 437160
6 1 126977
14 7 175841
14 8 776344
10 15 140366
12 15 460634
17 2 642099
13 2 167026
2 3 366811
7 10 261840
13 8 622156
5 6 358540
19 7 473012
17 1 720529
8 6 640249
12 10 601000
15 11 678085
4 2 259659
18 11 693429
18 5 38462
18 1 302527
1 5 264065
1 12 162055
2 12 184011
2 15 432463
19 3 171778
17 4 716142
Case #219: 62
9 10 221217
10 12 304515
5 14 186749
8 9 305810
8 12 320271
1 4 55975
3 14 506153
2 10 405637
6 11 336975
4 9 233555
4 14 348747
7 14 237866
7 8 285370
12 14 272767
12 2 211557
13 2 358329
8 13 345103
8 4 396251
4 13 148685
10 14 415340
3 6 497963
6 1 104368
6 7 23799
6 14 261665
10 1 174075
2 9 197096
3 1 602331
10 8 462844
3 7 474164
6 8 309169
6 9 220815
2 3 772760
11 5 376730
9 5 71557
13 5 232790
7 12 127041
6 10 153675
4 2 287537
9 14 258306
13 12 186774
11 12 290712
5 10 280098
4 3 658306
7 13 59733
11 7 360774
7 9 244614
3 11 533857
9 12 157575
3 10 651638
5 2 125539
1 7 128167
13 11 420507
7 10 177474
14 1 366033
3 8 475677
14 11 563479
14 2 312288
13 10 237207
12 5 86018
6 5 149258
4 12 248016
11 1 338738
Case #220: 88
15 18 326713
20 3 114704
12 19 211021
9 3 231620
19 8 208704
11 8 116905
8 17 149337
19 17 260946
8 6 219930
3 2 152552
14 5 145445
18 11 231627
1 11 155823
11 7 116540
1 5 194575
20 19 198154
6 4 221639
15 4 223716
15 8 148399
20 12 93581
6 17 120103
20 15 223770
13 11 216609
9 11 276983
19 7 208339
4 17 250801
18 12 112405
15 17 240882
16 6 371378
1 10 222626
4 12 218032
12 7 230688
17 9 221911
9 13 90457
2 16 261097
2 15 231060
9 1 224445
16 1 150639
13 15 299493
6 3 184925
5 10 28051
13 3 190424
16 11 233260
18 20 205986
18 5 240003
19 14 281070
14 17 37527
11 6 262497
1 18 149006
20 14 100319
18 9 235210
4 3 114650
1 13 133988
3 1 228321
19 10 175066
9 5 247135
17 2 9822
16 18 226443
19 11 91799
13 2 213421
16 9 301882
20 16 207619
12 10 186025
9 6 335518
1 14 151311
14 7 150667
1 8 200162
15 14 220765
13 10 184729
16 14 301950
8 10 33638
2 12 147059
2 11 230124
3 5 33746
19 15 237178
14 18 300317
2 10 158247
18 10 211952
13 18 209792
11 17 226798
12 3 191720
11 4 160013
13 12 97387
18 3 217647
18 2 259464
13 14 241126
9 7 192652
7 2 191520
Case #221: 86
12 15 425716
6 14 236167
12 8 64324
19 9 399839
3 5 279841
11 13 263020
17 16 365713
1 5 362754
15 3 371848
4 3 124419
6 19 436483
4 11 269933
15 17 284687
2 11 344844
16 1 257610
1 13 270696
10 13 421451
19 2 540989
7 11 10128
19 11 386610
17 12 162841
17 13 186312
15 10 266285
8 4 210389
3 12 177456
7 5 152779
15 6 244495
16 8 267196
14 8 95784
7 8 261240
3 18 93588
18 17 305713
3 17 268588
16 10 579040
8 5 365811
16 18 219871
9 6 107736
16 2 456326
2 3 330043
9 4 243036
10 1 607861
9 15 305638
17 4 144169
6 11 259200
16 12 202872
15 7 204750
2 15 539466
4 18 161544
5 2 262417
6 8 331951
14 15 349950
15 5 337273
6 10 510780
2 8 285300
14 3 140527
9 14 128431
3 8 113132
13 8 252532
11 16 340435
7 10 471035
2 18 236455
13 15 205286
5 12 409035
8 11 251112
5 17 246194
10 5 481333
13 3 166562
11 10 460907
8 17 227165
11 14 155328
10 12 376168
17 7 398973
7 18 212395
11 5 142651
8 1 292854
7 1 230231
18 19 398412
13 18 203687
17 19 92699
8 10 440492
6 16 151748
5 16 483086
13 12 316856
1 6 176375
1 2 386586
4 16 381415
Case #222: 1
1 2 5
Case #223: 489
4 18 28680
15 16 77303
24 31 117631
28 20 61292
24 18 72503
30 12 134218
16 18 76787
25 15 171939
13 8 45571
35 10 79677
30 17 132294
19 20 274555
15 34 86624
29 4 89078
4 11 123983
18 21 183361
28 27 228230
30 9 114843
19 24 163640
12 26 147858
2 1 54243
18 19 201063
32 35 123923
15 23 27385
15 22 58914
23 14 77233
30 14 8785
25 2 92915
17 5 85134
24 30 95179
27 34 43142
6 30 82674
14 17 123509
5 16 43191
9 36 11866
27 30 80415
2 22 56724
29 1 75521
2 28 232898
14 26 22425
25 3 96646
35 4 112906
33 12 180534
5 32 46191
32 29 87568
27 11 100476
11 35 170431
26 17 145934
33 20 247207
2 6 30658
27 7 65004
22 13 50030
17 29 121905
30 1 62502
22 5 61580
4 10 33229
34 6 46284
11 30 149826
29 27 93434
11 16 94518
21 3 76757
7 18 102385
13 1 47549
19 12 221697
1 4 26614
9 8 106992
36 31 140225
36 28 181936
8 31 96765
26 25 187082
13 6 23964
22 17 123614
21 1 128067
16 1 34550
20 34 191682
1 25 147158
25 32 134250
29 33 98286
25 17 173193
36 7 111298
31 28 223083
14 3 122597
2 36 100299
36 13 106993
32 31 100857
34 23 59239
20 35 221722
2 13 6694
6 1 71513
24 13 75463
13 30 86949
30 35 130304
17 13 73584
28 34 252081
20 27 177964
2 5 4856
32 15 62029
7 15 57419
24 2 68769
25 12 210029
20 6 202264
27 33 126054
20 14 209676
25 30 173442
4 7 73705
36 4 90821
26 7 115241
2 18 96480
6 28 263556
26 33 59956
13 7 45053
1 32 42481
24 34 57906
8 33 150793
36 18 104033
28 17 285056
12 22 97299
31 23 29348
35 34 85234
7 17 118637
27 13 60699
29 21 150218
3 29 126831
10 1 19672
2 31 57888
3 33 159451
31 9 128359
27 19 148876
34 10 5557
30 22 36919
30 20 200891
9 19 183304
3 22 104249
29 5 49455
35 25 207163
33 28 308499
36 16 98757
2 3 97107
5 4 72656
27 9 34428
22 31 60877
35 17 181138
19 32 145918
33 14 55101
15 31 56733
23 4 82220
4 26 102756
28 4 259024
17 2 80278
2 11 56183
20 13 178300
26 15 82050
2 23 87236
4 2 67800
1 18 55294
27 22 70852
12 14 143003
21 19 210202
20 12 198213
32 17 123247
3 8 105961
1 20 171118
34 12 113872
4 24 59291
30 26 13640
18 14 126581
8 12 140391
32 27 60394
5 9 83577
20 4 197732
10 5 39427
16 34 9321
22 11 112907
4 22 66496
25 20 224732
33 34 82912
11 33 168109
17 8 119155
6 7 69017
32 28 189929
13 9 95127
27 2 54005
23 17 154126
16 35 94555
8 29 83476
22 26 50559
21 22 148955
7 16 76694
19 11 151054
28 8 202099
11 3 143578
32 18 97775
20 36 155402
16 2 38335
3 31 136264
1 22 52939
15 6 119394
5 18 101336
30 21 185874
26 28 274009
2 15 88736
9 1 52341
29 18 117758
23 1 55606
23 32 89414
23 36 110877
13 23 80542
17 18 103989
34 18 67466
7 30 101601
29 16 40971
33 24 140818
15 1 82991
14 35 121519
29 31 83459
8 24 87328
4 19 172383
32 9 94822
16 24 67227
33 4 121698
28 5 236120
5 7 41581
11 24 111571
16 20 182361
24 35 116223
3 19 191978
20 18 226412
35 29 135526
15 30 68410
24 17 134600
34 31 73514
35 18 141586
2 32 42969
20 5 174828
26 19 118647
10 27 37585
6 17 49620
16 13 31641
27 17 119836
36 26 140349
17 1 101923
31 4 111568
14 25 164657
31 13 51194
1 5 59099
7 12 137825
21 27 119859
13 26 100589
8 5 34021
29 9 127862
2 33 111926
2 19 104583
25 5 88059
36 29 139728
24 9 19664
8 15 49859
35 27 101459
21 36 145716
25 31 150803
35 23 89279
15 14 59625
28 7 194539
1 19 158826
8 20 140807
29 24 108198
24 36 31530
21 10 126802
3 36 89396
2 8 38877
35 6 131518
3 7 98401
25 28 286024
3 27 43102
26 34 78269
34 29 50292
26 32 118623
2 34 29014
21 33 204157
22 18 95176
25 22 149639
3 30 113812
17 31 124778
6 31 75158
33 23 114764
36 25 183502
21 2 105619
7 19 141308
1 28 232410
1 8 54651
11 7 92908
29 12 119881
7 1 47091
5 13 11550
26 9 128483
5 6 35514
26 31 111436
17 34 95904
31 16 79266
5 26 112139
19 33 151323
31 7 96247
7 23 84804
15 9 126396
28 35 283014
19 34 133597
26 27 94055
5 14 107284
6 27 84663
22 29 22582
35 31 118627
25 7 129640
5 34 33870
32 11 97518
25 8 122080
8 11 85348
31 30 97796
34 4 38786
3 35 144561
23 24 88283
34 36 89436
28 11 252286
11 9 131235
21 14 194659
19 13 111277
14 19 113792
34 3 76539
36 30 126709
35 12 28638
16 25 131250
12 1 90734
26 20 212717
7 33 147917
27 4 44527
15 10 92181
26 11 163466
32 36 106688
11 29 100782
31 33 144112
22 24 85616
10 32 62153
23 11 143419
30 23 68448
23 8 77244
28 14 270968
6 14 73889
21 12 192680
30 33 46316
11 34 85197
6 3 122823
14 36 135494
3 18 106604
25 11 139386
5 23 92092
33 32 150622
5 11 51327
15 3 134301
6 36 130957
20 23 132443
25 34 121929
18 28 285969
6 22 73994
34 8 67891
22 28 225264
15 33 114726
24 28 213466
21 15 194355
8 4 81265
5 27 49149
17 10 101461
25 4 160715
26 23 82088
20 24 163200
16 32 77031
20 11 226155
35 26 143944
12 9 107249
3 1 51310
9 14 123628
23 22 31529
18 26 131436
35 13 107554
9 35 135887
24 15 115668
19 15 173417
19 28 244777
31 27 102867
21 35 206479
1 34 25229
28 23 193735
25 29 137514
24 10 52349
20 22 163972
9 34 77570
23 27 73519
28 10 252082
31 10 79071
3 4 77924
23 19 173455
8 26 118117
25 6 123573
10 13 27877
24 27 14764
32 22 69292
14 1 71287
24 25 151972
9 33 160482
10 11 90754
31 18 140248
31 11 114071
10 33 88469
33 6 128990
36 12 119115
7 24 79768
24 21 134623
11 6 86841
29 15 81496
12 6 157484
2 26 107283
7 8 7560
26 21 199514
5 24 63913
13 18 89786
36 1 64207
12 13 133520
12 2 126826
11 15 135207
20 32 128637
33 5 116782
23 9 99011
28 21 274606
4 16 48107
20 3 221066
1 27 17913
8 30 104477
9 17 153566
21 11 161802
15 27 100904
19 16 142918
5 36 95443
13 33 105232
12 4 117348
26 10 83826
22 8 67558
33 22 83235
16 3 85860
32 21 148588
23 25 180151
15 13 95430
17 36 165432
20 7 133247
1 33 108141
6 26 96314
21 25 69211
12 18 146028
35 36 147753
2 7 38359
29 30 59501
24 1 32677
22 36 117146
35 1 99349
33 18 150378
10 6 51841
3 32 93791
20 10 190790
21 16 130566
34 21 121245
36 10 83879
10 9 72013
31 14 106581
28 13 239592
13 3 98859
9 18 92167
36 15 138262
32 7 4610
11 18 152663
2 14 102428
32 24 75158
14 22 45704
28 16 243653
8 10 73448
6 8 69535
19 36 195170
18 8 109945
5 19 99727
30 10 70186
19 10 139154
25 33 204841
3 28 271332
12 11 173297
Case #224: Impossible
Case #225: 133
3 7 223582
9 7 65766
12 5 184968
3 8 240342
16 3 136544
23 5 8561
15 2 60955
23 22 147181
22 6 146676
1 4 265458
24 17 435251
3 4 195700
7 1 329093
22 3 207045
1 2 273518
16 4 118461
21 16 172827
4 18 213264
16 7 87038
14 23 250290
24 14 146299
3 6 233405
8 13 99885
7 2 74257
4 9 139733
8 21 206192
23 21 98901
2 6 84080
20 14 321028
8 11 70340
16 5 82487
23 9 95069
1 14 297608
10 11 118485
6 13 212422
17 19 252242
22 14 249748
12 23 176407
7 18 276899
3 24 284633
7 12 189519
5 6 179219
23 10 133175
24 12 196327
16 25 1520
9 24 241580
19 16 37299
25 20 146055
22 15 126066
19 22 100638
3 21 309371
4 24 223867
23 1 282514
25 19 38819
16 18 209705
11 4 177697
19 20 184874
24 8 116510
14 3 313037
21 18 268475
11 24 186850
2 22 123943
6 12 199342
25 18 211225
6 7 9823
20 3 284119
8 2 154486
18 1 161912
14 13 315494
2 17 164255
10 8 48145
19 8 66499
15 3 189355
6 23 170658
15 16 52811
22 11 104479
10 19 96548
13 7 202599
13 24 216395
11 3 224020
21 25 174218
15 24 273119
5 24 167532
8 9 125070
4 15 171272
20 9 126303
25 12 104001
5 4 200948
7 23 160835
15 13 191812
5 11 146621
19 24 183009
4 21 291288
17 12 317424
19 6 134160
24 22 150649
4 13 138964
21 12 275308
20 12 250056
22 16 73255
7 4 205499
12 3 236271
15 19 90110
16 14 176493
3 17 351487
20 5 229933
25 14 174973
13 16 139001
22 25 74775
20 1 409474
19 11 124775
10 2 109937
1 19 224600
5 13 215737
5 1 273953
17 25 213423
10 15 112060
10 25 60769
23 16 73926
17 15 225210
16 1 261899
3 23 210470
12 9 123753
20 6 168830
13 21 306077
25 9 19752
13 10 79752
20 8 251373
7 8 170992
19 9 58571
15 5 135169
11 2 129078
13 20 286576
Case #226: 73
15 8 765052
3 41 568289
27 31 248909
10 31 609309
27 35 496501
34 32 97350
42 38 404697
15 39 866511
20 16 554541
41 25 536053
34 18 755591
42 39 569125
46 25 859961
43 23 297865
37 15 385058
13 47 743210
29 2 555248
8 29 227175
29 15 781978
31 9 470082
21 34 192234
4 46 958714
21 46 907855
12 34 202867
42 25 576966
36 18 429752
21 2 448194
35 8 3466
44 18 481481
23 13 716469
26 27 295022
8 16 273861
4 27 290417
18 26 678023
40 39 853612
7 37 879065
31 7 974077
35 14 86216
22 9 823081
10 18 733041
26 15 700879
33 41 414673
17 8 647757
39 8 297788
16 9 759404
39 29 352577
10 7 727241
14 8 82750
34 29 356036
5 2 301407
34 36 338110
12 31 521421
38 2 552921
29 14 144425
12 25 549238
33 40 756819
19 20 492253
38 18 271948
4 23 458147
42 19 188245
40 20 690579
47 4 369220
43 29 398482
21 40 724062
8 7 595905
5 1 178652
2 20 414711
5 47 459552
29 31 625030
18 23 667354
19 36 165264
10 12 359432
18 15 424138
Case #227: 138
3 15 184575
11 10 215064
12 14 203751
11 18 328321
12 1 280856
16 3 167182
3 17 127535
9 1 156439
8 13 268051
11 2 430032
2 7 211608
7 6 237955
18 14 360188
11 9 358723
4 6 105795
14 6 261682
7 18 109897
2 5 175431
7 10 237995
3 14 341813
5 15 185363
3 12 240953
6 11 215104
2 1 251089
8 4 237064
17 12 219494
13 5 319977
8 9 56489
11 12 408944
8 1 123291
12 13 166548
17 10 25614
16 4 119868
4 17 131369
9 15 166585
1 13 144760
15 10 97122
9 2 132113
10 16 14113
6 18 128058
17 7 212381
15 17 122656
14 2 317942
10 5 88321
15 6 97082
3 18 25051
1 4 192731
13 6 231696
14 8 386275
5 17 62707
14 11 432493
2 18 101711
14 4 155887
3 6 153109
6 16 14073
18 12 215902
8 18 26087
8 6 154145
10 4 105755
8 16 154375
13 14 370299
7 16 252028
16 13 245769
10 2 229809
2 6 229769
1 6 86936
6 12 193920
3 5 98771
2 3 126762
10 18 128098
14 10 261642
11 16 229177
15 2 261235
16 5 102354
11 7 218424
8 15 133437
16 14 275755
2 17 204195
5 11 303385
6 17 25574
17 13 257270
5 9 104122
7 14 355917
2 12 114191
14 5 286468
4 9 241379
17 11 240678
11 3 303270
15 12 291002
11 4 320819
8 3 51138
9 12 246304
9 7 140299
10 9 158500
12 10 193880
15 4 202877
16 1 101009
4 13 337491
9 18 30402
6 9 158460
14 15 357082
4 12 299635
13 11 446800
13 9 277680
4 7 200030
3 13 319189
7 15 269421
16 17 39647
16 15 111155
8 17 128571
5 7 179418
15 13 154906
12 5 282201
5 18 73720
1 15 10146
2 13 280739
5 6 88281
17 1 112510
4 2 312688
8 11 354408
3 10 153149
1 3 174429
3 9 55453
1 18 149378
13 18 294138
8 2 127798
4 3 185926
5 1 175217
1 10 86976
8 10 154185
2 16 243842
8 7 135984
4 5 189715
12 8 241989
11 15 312186
3 7 84846
4 18 210977
16 18 142131
Case #228: Impossible
Case #229: 127
35 29 104585
32 18 187625
9 15 215216
7 10 273220
23 5 325779
18 24 177341
23 14 406469
29 8 183828
25 27 98189
30 5 302575
19 20 254191
18 13 203794
12 5 216902
25 12 164356
8 32 156768
36 6 276526
13 22 119363
24 36 201735
7 15 340155
4 24 32719
4 32 43003
8 15 319229
24 25 64872
4 23 213728
9 11 111015
28 6 109135
17 30 211318
12 4 132203
17 12 135715
14 24 193335
6 19 201437
8 10 236381
11 3 96840
33 18 182424
23 13 136529
9 20 77721
33 9 160417
3 2 153146
8 28 292428
20 25 171486
31 34 107589
11 31 83299
16 25 106900
20 1 422199
14 35 246776
9 26 284746
32 21 144541
22 30 219683
33 31 100432
31 9 194314
25 23 245881
34 13 29213
35 16 102105
18 12 231446
11 7 152278
19 21 301164
27 7 209476
19 18 348243
3 10 189687
8 2 256265
21 28 208862
16 33 111461
35 9 147211
26 7 320152
13 15 247237
29 13 127749
15 16 286417
7 22 212281
7 17 200981
28 20 161889
1 6 279828
5 7 282168
6 5 132262
6 33 93358
27 3 133107
29 19 249905
10 16 197363
16 12 152921
35 7 116082
9 21 13660
12 31 164454
12 26 254886
5 34 173042
