350
23 125
24 6 172751
32 6 183253
37 2 198642
9 15 70763
41 17 177065
27 15 101047
20 23 37960
35 37 123089
22 12 197746
17 12 215067
43 42 70813
42 4 77100
20 2 132565
37 25 155690
8 44 178931
34 38 41242
1 40 103081
12 34 181569
2 14 92931
35 36 108176
36 17 194597
16 18 159898
29 35 86664
37 38 112152
14 15 58855
6 44 107872
19 32 121909
18 21 178447
44 39 121062
41 29 149406
17 24 181553
36 21 136848
30 20 212664
31 40 117519
36 44 151615
24 15 129201
29 39 121352
31 7 132771
27 33 157351
28 35 133968
21 24 123804
3 43 75692
14 23 65083
10 40 110888
26 32 134066
36 22 227687
31 25 166518
11 45 144848
29 19 133864
30 9 259712
37 39 100483
12 40 85863
27 3 147009
43 38 46546
8 31 155891
34 9 100387
45 43 124941
8 34 164772
40 20 84266
8 1 81223
4 14 35412
44 30 231606
6 13 109930
23 10 11338
26 38 91795
1 38 50785
2 4 124276
3 35 124073
36 30 167477
18 30 264924
31 42 95922
10 25 99657
39 38 66376
3 2 46364
42 1 66574
8 9 124901
37 33 192974
7 24 101360
42 24 110672
25 14 80879
17 45 225623
22 29 206175
21 16 128636
16 36 143755
44 33 188790
3 34 163480
30 26 243337
19 21 156527
40 44 128729
19 31 123823
16 34 193424
6 22 250257
8 41 104209
2 41 111690
18 34 154624
33 41 172779
23 5 172526
6 17 219017
2 38 168602
23 32 124775
19 3 120608
15 45 125519
34 37 153394
11 32 139185
10 27 95937
37 28 238624
22 40 111883
36 29 139641
1 27 67078
26 5 145960
8 28 234955
27 14 100442
37 3 156345
30 16 298391
21 5 155020
14 36 79818
32 24 10654
17 21 123157
9 4 92867
37 15 50923
22 15 206724
9 10 111200
39 18 86666
43 21 117425
13 25 115946
12 33 145924
6 3 79049
42 22 188195
43 15 29730
42 34 98989
30 13 233664
28 11 183544
35 20 72059
9 32 177486
19 15 15186
28 12 169738
21 41 165309
24 30 240362
33 32 83625
18 3 129554
45 7 133480
7 18 91548
44 13 151436
18 10 78882
9 29 188102
17 22 143793
28 23 193929
16 2 199254
18 19 21920
32 4 95104
10 35 82103
4 19 38629
43 6 94436
7 17 206103
42 41 118697
29 28 201983
32 41 136701
45 24 113006
3 9 170726
25 40 173879
20 34 102364
39 27 91147
41 12 106269
5 11 113963
32 29 106998
22 31 168623
7 5 190432
43 25 87611
32 39 108647
1 31 88960
33 15 142051
43 11 50368
24 31 91100
36 3 122792
1 12 120874
3 16 157126
19 22 209363
19 25 119953
18 28 194974
25 28 176350
44 25 49478
20 39 34406
27 42 504
21 14 146550
8 14 85450
24 11 149839
42 35 46810
7 16 146926
39 4 26117
16 8 100802
39 11 30538
28 7 185691
29 40 155071
20 17 166815
16 33 217957
3 32 164509
41 7 101748
39 33 144725
17 35 139565
3 10 100312
12 15 146365
20 11 64944
15 42 100543
6 10 106482
32 14 117942
39 13 58670
37 42 151466
20 5 151144
26 33 157570
16 22 282630
40 41 146726
34 40 120586
35 15 87213
23 29 124906
43 9 99154
28 13 198880
13 21 152520
27 36 122010
9 41 141725
31 3 160413
13 1 45148
43 10 24620
17 5 85963
38 29 75727
45 2 187242
14 42 99938
17 19 197155
34 25 175399
18 29 155784
45 6 143587
31 18 145743
32 8 165801
31 26 124156
27 16 176953
1 6 98675
41 18 64228
44 12 42866
20 9 85917
36 32 139510
39 7 73694
17 38 128628
5 41 126202
10 2 105943
2 43 122056
40 4 92555
2 30 215707
24 16 205107
1 9 103393
7 35 111347
23 31 78199
41 19 86148
7 8 118274
37 40 150343
44 27 39210
5 3 154010
24 3 175163
40 38 79344
23 38 82504
33 42 156847
39 41 28054
11 40 149210
36 45 163060
37 12 197288
17 11 179549
17 33 180938
26 21 156860
28 34 178498
39 31 104551
6 27 147082
34 4 94075
33 18 179157
4 35 63770
9 11 145402
42 9 169967
6 8 146005
9 12 200984
2 7 157781
45 44 121447
41 11 40002
4 45 118654
16 37 173715
43 26 45249
18 22 231283
13 37 108988
23 37 104037
29 34 116969
23 42 106771
11 8 69798
26 15 62405
4 43 6287
44 37 191180
4 38 52833
28 10 182591
11 36 101061
28 38 137256
12 19 161551
41 36 98577
20 12 131211
10 17 157314
24 20 114047
7 29 142812
35 24 63862
11 22 227362
9 24 188140
35 5 184949
20 22 191570
30 32 229708
20 38 61122
23 39 55788
42 45 92128
25 5 188322
42 19 115729
7 15 54442
7 6 135726
41 38 94430
11 42 121181
15 40 99420
3 39 55862
8 10 89030
15 38 76276
20 43 14576
40 30 244907
3 29 177214
45 3 200633
18 6 148698
23 41 83842
33 9 211475
18 45 116375
5 2 179567
15 36 67849
19 26 77591
39 35 77313
9 22 153786
41 10 72504
2 21 205508
27 41 119201
6 14 123561
25 12 92344
11 37 131021
30 10 186042
3 44 168964
25 36 108598
1 11 54607
17 1 148000
26 11 59760
10 38 71166
16 1 109875
2 36 168682
17 4 158526
13 33 153230
12 24 172770
4 6 88149
37 43 80653
27 38 58251
7 26 86539
42 36 121506
27 19 116233
18 25 141873
26 8 109659
4 20 8289
13 11 70618
8 21 188595
18 11 104230
35 14 77506
28 27 87662
29 43 101522
41 3 65326
43 41 47884
38 16 152182
23 8 100368
35 41 96265
36 12 108749
39 8 94745
17 8 192056
1 3 79931
44 28 126872
28 4 164258
36 34 138481
29 33 23373
28 32 94985
4 8 70697
26 44 91840
26 40 131517
14 43 29125
40 6 150869
1 23 40197
21 7 165475
24 29 96344
28 15 187701
15 2 147719
43 5 136568
39 6 114266
25 26 42362
29 31 113902
15 10 41776
27 32 100522
2 9 217090
15 32 118547
1 25 91850
2 19 162905
43 17 152239
26 3 85084
45 1 129180
25 17 220595
43 8 76984
3 13 95942
45 13 148147
7 33 166185
2 23 94605
7 12 170499
45 25 170925
22 37 242600
5 33 184385
5 40 235410
24 44 150386
44 32 139732
40 39 118672
31 32 80446
27 45 92632
10 11 74988
14 16 114102
36 9 92235
23 34 123746
34 7 141652
45 34 146685
26 42 116062
44 42 39714
36 5 187261
11 14 21243
20 42 85389
26 6 127111
35 38 10937
21 15 141341
14 12 87510
21 31 32704
28 26 200818
29 30 263164
31 33 137275
40 33 159878
32 34 83513
45 33 185977
8 12 136065
33 43 124895
20 21 126187
34 41 135672
28 19 202887
6 21 180591
28 9 257125
31 43 84721
26 45 157616
25 2 173810
23 45 92637
26 2 131448
45 8 184222
30 5 265994
14 44 122397
7 23 77248
24 2 221527
45 31 143618
22 33 229548
31 15 108637
45 37 176442
24 28 105639
2 6 125413
18 13 95171
22 44 227909
13 10 52955
37 14 109778
1 21 121664
22 45 137982
23 9 122538
19 13 73251
6 20 96438
3 7 111417
29 44 173188
14 30 239787
23 17 168652
39 12 96805
31 37 73977
11 25 102122
8 36 115103
33 11 175263
41 6 142320
39 30 230492
7 44 164391
31 28 175431
24 14 128596
29 42 133474
33 6 206757
44 16 216163
23 11 86326
28 14 162301
43 22 176994
5 10 161188
41 20 62460
43 16 105636
34 17 169870
5 9 231602
16 12 180805
30 3 202783
35 19 102399
45 14 154066
3 4 81979
7 25 128901
8 18 91244
20 1 18815
23 3 111650
15 41 77614
26 16 138311
36 39 70523
9 26 131829
19 24 132563
12 4 122922
2 17 93604
2 32 210873
8 42 147797
13 41 68134
6 16 174657
37 9 121686
17 9 251393
44 21 160326
34 39 107618
19 37 66109
9 13 127489
18 24 110643
15 44 140257
20 44 125103
33 36 163014
12 18 170497
16 19 137978
3 11 67810
27 26 116566
25 23 110995
42 13 111722
4 7 47577
7 22 202294
36 26 83368
6 31 147887
35 16 163119
1 36 54932
9 19 55577
4 11 56655
34 24 94167
17 14 158306
22 32 172719
31 16 117664
18 1 71075
2 22 210934
15 11 80098
40 2 186686
28 39 171596
6 12 65006
7 40 123554
10 29 113568
31 38 38175
40 27 115721
5 31 176416
24 41 147355
21 42 128626
29 17 204311
12 42 82580
14 18 82987
31 35 49112
40 19 114606
25 27 88688
19 36 83035
24 39 119305
34 26 133037
39 16 123397
4 13 34622
15 30 227818
23 44 139352
44 17 172201
25 9 174191
42 39 90643
14 34 116913
3 25 127446
4 18 60549
32 40 97561
14 20 43701
10 36 62739
38 9 141629
11 16 135345
34 11 138156
18 43 66836
44 5 223096
35 32 53208
10 22 171512
15 1 33969
35 27 47314
23 30 197380
3 38 122238
15 25 104767
6 5 231004
1 14 33364
30 41 258546
24 8 176455
3 42 146505
5 29 207758
29 11 151890
39 2 102226
7 9 125205
43 24 99471
21 29 90487
21 25 199222
12 23 96486
5 22 229756
18 17 198357
44 19 155443
19 33 157237
37 7 105365
20 10 26622
45 32 123660
25 39 71584
14 40 127967
38 42 57747
2 44 215328
23 33 148279
32 10 113437
41 25 99638
35 12 129390
25 4 81324
39 17 149011
44 18 167866
5 15 166298
38 44 97461
16 42 176449
21 22 201327
21 37 106681
10 26 57295
23 36 74077
37 29 169601
1 26 49488
10 19 56962
36 13 79028
6 15 111592
21 30 257701
14 33 154020
9 31 178061
24 33 72971
4 44 116814
4 23 29671
11 21 167793
19 7 69628
22 38 130448
38 21 70879
26 13 73584
5 28 269744
39 22 196824
27 31 96426
11 27 121685
1 37 84892
40 21 143089
3 33 200587
20 45 110365
38 25 134157
43 32 88817
30 38 187437
11 30 236164
41 45 172825
38 19 91462
21 32 113150
37 32 154423
34 1 92027
42 40 115217
2 12 180441
18 42 137649
42 17 133495
38 13 87455
23 19 68300
27 18 138153
19 30 243004
22 27 188699
36 18 104955
19 1 49155
33 10 136941
22 30 224324
37 8 131554
21 28 208135
6 34 182224
11 44 109133
2 29 219511
22 4 183281
20 3 90268
16 45 212874
27 20 85893
30 34 228679
27 12 82076
38 11 96914
36 6 43743
23 24 135429
18 15 37106
21 9 210765
25 24 111287
28 45 179286
7 32 90706
18 5 187377
35 18 124319
24 36 129008
24 22 183373
10 21 99565
10 24 124091
43 7 53864
43 30 210662
31 20 93483
16 40 191904
25 29 176559
43 19 44916
7 38 100410
10 14 53745
39 1 24069
25 8 152021
42 5 207381
40 8 163252
40 24 86907
8 3 132017
28 3 115734
2 8 98452
5 45 258811
19 20 30340
21 3 193117
38 24 52925
2 18 175918
8 35 134467
10 7 65910
1 41 52123
37 41 128537
32 12 182598
6 11 131273
15 29 118678
29 12 169297
36 43 50693
45 30 267321
27 24 111176
40 28 192546
39 19 64746
23 16 129020
26 22 222243
11 2 114174
32 16 194453
36 40 136961
40 3 174534
28 20 172547
20 32 103393
31 11 135089
4 15 23443
13 29 129857
28 33 178610
19 8 69324
5 37 217221
12 21 117460
27 17 132991
12 26 126027
13 34 128697
37 26 113328
8 20 78986
14 3 46567
20 7 39288
23 15 53114
30 28 310468
6 30 123734
9 35 152566
6 37 162515
38 32 42271
15 3 105422
22 8 253978
28 6 194783
10 34 112408
21 23 110903
17 37 164430
1 5 140807
1 28 153732
44 10 135147
23 26 68633
7 14 82989
25 20 89613
22 35 141385
18 26 99511
8 15 84510
20 15 15154
44 9 165474
45 9 193872
5 34 218078
7 36 91983
27 4 77604
36 4 44406
42 7 124677
26 29 134197
31 44 135636
12 10 107824
40 45 26099
20 118
3 19 159084
13 18 239981
7 15 175310
8 6 214772
19 9 151493
14 19 81613
12 18 291876
4 14 241890
10 9 269465
16 20 329026
14 16 20575
10 19 117972
3 10 151714
13 10 258052
7 6 259227
13 20 371754
17 2 29717
12 5 22610
13 17 51140
6 16 202518
8 5 200612
14 2 37044
5 14 114248
11 6 203013
8 12 178002
15 5 331467
13 16 64388
9 5 168244
1 11 239268
17 19 88940
4 2 267384
3 20 385922
18 15 374562
1 4 489688
13 5 158061
19 6 100330
17 9 64405
4 17 249217
18 2 159124
8 18 243707
19 7 158897
1 13 303161
17 7 212749
4 12 223837
16 11 495
11 3 57391
13 6 240410
9 14 71732
9 12 190854
8 16 216630
1 10 447383
20 5 317844
13 7 263889
1 14 259348
15 10 137611
17 18 188841
15 8 130855
6 9 251823
19 1 340961
15 3 289325
15 1 437742
1 18 63180
15 2 321756
1 9 280406
12 14 136858
2 6 218987
5 2 110142
13 19 140080
16 19 102188
15 12 308857
8 17 203382
17 3 70144
3 8 273526
5 17 106921
11 17 13743
1 8 306887
18 10 384203
20 8 162942
12 10 181532
3 6 259414
13 2 80857
17 16 13248
11 10 209105
12 19 63560
18 19 277781
16 3 56896
14 20 313287
9 7 277154
11 15 305782
7 18 199252
3 1 295669
20 17 320614
14 15 325862
15 4 95306
17 1 252021
9 15 379858
11 8 217125
16 7 210539
11 9 75066
11 13 64883
7 20 118487
6 17 189270
20 4 346365
12 11 116778
4 16 250915
5 18 269266
18 6 378111
10 6 117652
13 14 58467
6 1 441291
19 11 102683
5 19 86170
2 10 225079
19 2 118657
4 5 246447
5 10 204142
2 12 132752
5 7 245067
39 208
1 2 106285
31 22 203700
33 36 187626
33 37 132875
19 26 166883
27 10 142007
23 29 115741
10 19 62779
3 30 195875
13 14 274056
9 33 2578
29 16 352770
34 21 190666
38 1 69847
4 27 105963
35 2 109344
3 17 36844
12 24 292201
24 25 213117
34 22 254677
32 9 141333
28 23 197167
14 26 62721
31 18 291296
31 9 52360
18 26 126144
3 5 135229
22 26 301327
14 24 357176
7 35 106186
25 13 202528
15 25 114634
38 18 253310
28 25 193184
34 30 127921
30 33 170642
34 14 117436
37 14 229946
37 4 172871
30 38 143250
8 31 99156
25 14 187902
26 37 167225
3 1 64732
37 5 170846
17 26 153440
3 38 59839
35 33 106140
7 14 224486
1 11 109312
22 6 235099
28 38 119063
18 12 359839
22 37 236976
24 22 268770
25 21 165444
16 28 304347
6 14 200599
34 13 311909
13 3 196980
30 9 169129
37 16 347263
5 27 168749
35 30 265810
15 37 135826
4 26 143268
5 18 254474
4 2 43200
35 24 141010
31 30 213984
13 18 347459
22 36 260269
39 19 28248
39 24 218998
16 17 341419
12 25 234632
16 38 244736
1 37 169743
12 31 177887
6 33 90134
39 3 89565
16 1 255131
36 1 247929
23 18 224652
4 38 67388
15 32 146862
35 17 175431
28 20 177983
33 14 200734
25 26 159733
14 32 68619
3 16 304575
7 22 149340
15 18 233939
8 16 302950
5 25 60287
7 32 171455
6 30 211084
37 39 132253
14 27 296364
20 34 242629
8 26 170055
7 3 76213
31 35 160546
1 7 83265
30 27 223956
31 26 187795
21 36 236231
6 26 222991
10 34 180056
38 8 61170
17 6 159425
3 22 134889
21 6 138739
16 20 368610
16 30 387986
31 39 97504
17 27 177389
23 14 157437
2 16 281234
2 6 99240
22 39 106196
29 13 200076
11 10 103722
3 26 170460
8 13 254324
22 23 194143
39 14 257852
12 19 130041
32 13 243518
8 28 177277
2 38 36498
29 5 145563
25 11 131111
30 20 186222
6 37 223009
15 31 57889
10 37 103549
9 26 135435
33 3 32447
12 17 192240
15 6 93085
2 26 147119
23 36 144329
9 36 185048
24 26 307265
34 19 120233
3 15 35398
8 30 204420
6 18 245370
35 37 124740
23 35 99108
11 2 78919
22 13 328945
9 27 110676
9 6 87556
1 5 180136
15 27 111049
1 31 137625
5 23 29822
14 19 229604
28 13 310928
20 24 197916
18 4 196894
23 37 185950
38 34 118755
21 39 98681
7 39 43144
2 9 11684
28 6 236311
3 8 121009
7 2 52872
6 27 198232
27 21 149661
3 18 269337
27 31 148484
14 17 186451
26 39 195131
12 26 250064
6 23 163094
2 29 125977
1 28 49216
25 38 139075
15 22 166265
39 13 222880
24 29 157643
29 4 82777
20 36 175862
21 22 204877
33 13 165762
21 10 87670
35 1 189451
17 11 139104
25 2 118973
29 38 139193
4 21 93757
5 24 269940
31 2 64044
35 5 128930
5 21 152408
20 3 64035
27 18 302857
38 31 70734
34 3 178594
34 27 199461
2 5 105986
2 22 172420
35 38 122560
33 505
5 16 87051
19 32 64467
6 9 119912
20 25 170440
10 25 205033
17 30 284796
20 27 72992
24 19 121938
31 13 223582
3 7 127144
3 32 103896
29 23 125651
7 15 84042
31 25 202856
5 27 121167
3 15 186857
12 26 163867
2 22 174865
7 28 218490
11 14 120003
20 2 96627
9 30 56944
5 3 181241
21 12 136219
28 12 146165
29 20 221644
18 29 246091
3 6 126069
22 13 248336
26 1 198431
9 31 67268
29 24 236604
16 9 147642
15 31 192842
7 1 140037
31 22 249298
29 6 224247
32 1 117302
12 25 237179
15 32 211895
33 25 130325
4 27 167419
4 10 160341
5 10 160720
16 8 173493
27 1 99890
15 4 182877
19 21 156880
4 30 167930
24 26 292927
24 28 226303
25 3 194458
26 20 246804
25 30 192532
16 25 258736
27 13 186459
16 3 122518
8 2 111225
14 5 193061
2 24 187871
24 25 213591
2 12 74839
10 2 140991
18 16 138444
22 3 148361
10 33 74708
13 25 294433
10 17 195640
15 10 190665
24 15 25490
17 23 210671
11 17 250034
29 28 201622
19 29 162273
28 16 225962
33 21 151743
11 29 230514
11 27 168523
11 5 155550
17 5 107622
1 30 90338
13 20 204223
28 31 188543
12 10 164151
30 32 101970
31 18 154141
19 13 139404
31 2 143168
32 18 222483
22 17 289396
6 12 109651
10 6 81395
20 14 111133
28 19 104365
11 2 164454
13 21 223994
2 32 130400
21 16 107981
6 26 273518
8 21 172331
12 11 175057
26 16 247782
29 15 224643
4 3 102461
5 29 194698
20 8 71229
22 27 154416
3 30 76932
29 22 271205
2 18 223949
27 29 209328
13 26 293830
14 24 173700
33 6 125175
14 25 206791
22 7 187143
25 32 219496
11 30 209268
5 32 228311
18 33 143838
23 32 101089
6 11 126681
14 3 12333
17 12 237852
11 15 185495
11 19 171765
10 28 186366
19 23 36622
11 31 210253
8 3 84721
32 4 206357
8 32 109759
16 13 228107
3 31 123607
5 20 189781
14 29 110511
13 9 158845
6 18 130718
9 14 71203
17 18 159015
3 24 161367
20 22 227408
22 30 219679
19 12 82150
31 7 108800
12 3 42721
15 25 239081
5 2 209296
9 18 138575
17 28 288698
29 16 245362
27 8 53465
20 12 146969
8 28 149657
33 16 152905
17 8 239234
23 28 106251
5 19 163844
19 2 65933
11 26 319507
3 29 122844
24 18 93299
29 31 219708
21 20 191858
24 27 130111
27 18 166189
19 31 84178
33 19 24704
26 5 302387
33 11 196469
14 21 136352
28 20 169184
10 26 263986
24 8 128348
26 4 309049
8 9 25851
8 23 81914
19 17 247293
4 16 156534
16 31 164985
2 28 135562
31 14 135940
11 20 231136
21 5 105893
11 24 172065
28 14 91111
11 10 208076
33 9 5263
20 19 64819
21 1 137425
26 3 206588
12 16 140608
28 26 108393
27 26 229040
20 6 121326
28 25 259394
16 27 123255
33 14 76466
14 1 1073
29 30 199776
23 24 158560
23 12 45528
13 6 231658
17 25 363119
32 20 129286
8 31 41417
22 15 165358
31 10 2177
9 23 56063
1 20 112206
7 25 230272
24 33 107760
1 29 111584
28 32 168832
3 9 58870
5 25 255497
21 11 153249
9 25 135588
32 22 246643
3 1 13406
19 1 52835
24 32 186405
32 29 226740
17 9 252025
14 7 138964
3 21 124019
7 10 106623
4 22 250822
17 4 187300
3 10 121430
18 30 195519
8 26 227277
32 14 116229
21 24 122408
2 23 29311
20 3 104248
16 14 134851
4 24 170961
9 10 69445
11 9 191206
5 23 184048
33 27 32877
9 27 27614
5 31 162897
18 21 157286
10 32 146468
25 11 159413
4 31 162518
22 19 182176
21 23 121212
18 19 158016
3 2 32118
31 32 148645
15 19 147428
23 13 102782
26 9 201426
19 6 139353
5 13 215511
15 5 29945
24 13 257417
27 6 92298
6 28 204847
33 12 106854
20 18 183953
19 27 47055
17 33 257288
24 30 159441
9 21 146480
27 14 98817
20 23 101441
31 6 83572
7 23 129951
13 1 118995
14 19 51762
16 1 135924
15 27 151112
7 6 25228
9 15 127987
28 27 151420
9 4 161331
28 15 251793
27 23 83677
14 22 160694
24 9 102497
23 16 125325
32 16 226414
14 2 44451
26 33 206689
27 12 129205
13 8 184696
12 24 155035
19 16 161947
8 12 127442
31 33 72531
6 32 203820
7 11 101453
29 21 246863
22 6 212371
5 7 54097
31 27 94882
2 15 179351
24 6 95840
24 17 149528
29 7 248795
21 28 186239
20 30 102322
7 12 84423
9 29 181714
32 27 111522
4 7 100349
5 12 138520
20 4 200272
30 23 74125
20 9 45378
20 16 193020
17 20 240004
22 24 139868
21 26 283179
11 13 237925
10 22 251475
7 9 94684
29 10 221885
25 21 282068
12 13 129963
9 28 123806
7 13 214386
22 26 259633
23 18 194638
8 18 112724
32 13 203871
18 4 205839
2 1 45524
20 33 40115
15 8 153838
25 27 163202
10 24 171942
5 8 164117
3 17 209920
8 1 98127
20 15 173365
17 26 397091
13 15 245456
29 17 87076
10 21 158419
6 4 78946
1 4 115867
15 26 318417
20 7 140062
28 22 251805
22 8 207881
31 12 166328
8 10 43594
16 2 154636
25 26 185910
7 27 67070
33 4 166594
7 18 105490
33 22 187293
25 4 296919
23 25 191651
28 4 201139
29 12 165565
4 11 201802
15 12 168465
10 27 97059
31 17 197817
8 19 45292
17 6 151206
11 18 206943
29 33 186977
12 1 56127
23 10 118623
19 7 114125
12 14 55054
2 9 85374
16 30 199450
25 1 207864
25 6 255500
16 24 45145
3 18 197445
17 32 311760
28 18 262381
23 15 184050
2 33 90637
21 4 48553
22 16 185013
5 28 268209
6 15 109270
12 30 119653
18 12 189913
17 14 197587
15 33 133250
10 13 221405
8 25 161439
30 21 119377
29 8 207565
33 8 31114
10 14 133763
30 8 82795
30 7 151628
33 28 129069
3 27 86484
13 3 105589
20 31 46541
32 21 221347
12 9 101591
1 24 174773
14 30 89265
30 10 119504
7 24 70612
17 1 198660
26 32 246452
30 31 121681
9 32 83908
18 26 340001
16 7 56185
8 7 120535
15 16 70635
22 9 182030
5 33 149666
10 20 44364
33 23 61326
5 1 194134
31 26 266163
5 4 154446
21 17 213515
5 9 144403
3 28 103444
15 14 199190
30 2 103436
4 12 145182
16 10 162808
11 32 236232
4 29 225305
18 15 81338
21 7 51796
2 27 112988
21 6 77024
29 13 194965
22 12 191082
28 13 209033
13 14 117922
17 2 239982
22 5 181774
27 21 118866
4 8 187182
10 18 156318
8 6 124989
30 5 201347
3 11 132336
2 26 238706
4 13 208050
1 28 90038
19 4 141890
17 16 194673
19 25 155029
32 12 146617
33 3 64133
21 15 134324
1 31 137013
15 30 184931
1 11 121076
18 14 209778
23 6 128876
22 18 206445
1 18 210851
17 27 228789
17 7 161719
15 17 137567
16 11 157638
18 25 274163
13 30 176907
26 19 181985
11 22 85690
17 13 107889
15 1 200263
23 14 15140
16 6 81413
22 25 73723
18 13 266904
23 26 209395
14 6 113736
1 6 114809
2 25 220962
5 18 51393
10 19 82001
29 2 154962
23 11 135143
26 14 199504
5 24 41906
1 33 77539
10 1 134836
1 9 72276
3 19 39429
5 6 79325
26 7 248290
25 29 317302
4 23 105268
30 26 163802
31 24 169765
31 23 120800
32 33 89171
23 1 16213
32 7 178592
11 8 217057
40 346
12 16 114838
7 40 129316
6 38 130847
30 11 80543
22 40 186868
39 31 228820
29 34 181671
32 19 94426
12 15 189289
19 8 205400
29 13 113712
38 40 115049
22 12 125248
30 24 201476
32 9 116625
14 40 146660
25 1 68249
31 28 260340
14 21 85467
24 15 276893
16 3 103728
7 12 77620
7 15 112841
25 36 187669
1 35 197144
31 30 120138
17 25 153667
35 8 212783
1 30 148810
27 5 248601
20 17 177377
7 36 103174
1 5 244640
13 9 39358
3 34 143993
4 25 200230
22 5 244644
34 4 261695
11 5 224716
17 16 81400
3 35 182865
12 33 228887
20 1 113377
15 17 146924
2 12 62922
34 14 146437
34 40 246878
29 21 91417
29 26 73125
21 19 121555
24 10 216187
14 28 68387
38 14 86557
18 11 134946
3 29 37678
10 15 149477
36 3 157907
1 19 82095
20 12 52736
11 38 89371
7 2 14698
38 30 69147
3 17 94470
32 1 40889
20 28 131952
1 39 181433
